city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,dew_humidity,total_cases
iq,2000,44,2000-11-04,0.2951,0.21152,0.3044,0.2796167,299.44,300.821428571,312.2,292.4,20.2,79.4285714286,67.64,13.3285714286,27.6,12.3333333333,35.5,21.1,7.1,-0.1064367556672549,0
iq,2000,45,2000-11-11,0.2713667,0.1515667,0.34725,0.2318667,300.748571429,301.807142857,310.4,294.3,19.2,74.8028571429,51.83,12.8714285714,28.175,12.25,35.2,21.5,13.5,-0.09523314097720698,0
iq,2000,46,2000-11-18,0.09993333,0.03586,0.1954857,0.06418333,301.637142857,302.614285714,311.8,294.2,3.6,67.1857142857,39.25,13.3714285714,29.025,13.1,36.4,21.7,0.0,1.3287942117554137,0
iq,2000,47,2000-11-25,0.1699833,0.2893,0.3009833,0.1709167,300.872857143,301.914285714,311.1,293.6,11.2,66.0428571429,55.91,13.1428571429,27.7,11.35,36.5,21.5,45.12969410665403,2.9438011907726573,0
iq,2000,48,2000-12-02,0.2519714,0.2538,0.3235143,0.3191,299.23,301.264285714,310.0,293.5,14.5,78.8857142857,20.65,12.0142857143,27.05,11.575,34.2,21.0,19.0,0.7291775265189527,0
iq,2000,49,2000-12-09,0.1658333,0.1824143,0.2545667,0.18625,300.242857143,301.028571429,312.2,292.0,1.7,68.5571428571,24.53,15.4571428571,28.0,12.0,34.0,22.0,0.8,2.6775116277118154,0
iq,2000,50,2000-12-16,0.3387857,0.3168286,0.3503429,0.2977,298.757142857,300.342857143,311.4,291.9,48.76,80.4085714286,111.06,11.9714285714,26.6166666667,9.65,33.8,21.0,67.2,0.9714369095707269,1
iq,2000,51,2000-12-23,0.2650143,0.1690571,0.2348667,0.3022429,300.411428571,302.0,311.2,294.6,5.7,60.6414285714,3.9,13.0,28.2,12.2833333333,35.0,21.0,0.0,5.450667969282868,0
iq,2001,1,2001-01-01,0.2547143,0.2285286,0.2505857,0.287,297.958571429,298.985714286,305.5,293.2,64.6,94.9557142857,59.11,6.94285714286,27.3333333333,11.0,33.3,21.8,38.9,-2.5957244117380074,0
iq,2001,2,2001-01-08,0.3021333,0.2035167,0.2674333,0.274,298.044285714,299.414285714,309.8,292.5,22.98,82.3471428571,69.85,11.0857142857,27.0,11.225,33.2,20.7,59.9,1.2646006704906883,0
iq,2001,3,2001-01-15,0.1747571,0.1033167,0.2582429,0.1767286,298.368571429,300.235714286,308.7,294.0,24.92,84.1757142857,149.71,11.0142857143,27.05,10.9,33.0,20.5,52.0,0.23416971038602544,0
iq,2001,4,2001-01-22,0.2376,0.1912667,0.1258571,0.2314429,295.722857143,296.671428571,301.8,292.3,88.03,94.0571428571,50.02,5.62857142857,25.7166666667,9.43333333333,31.2,20.0,166.9,0.9384462905542127,0
iq,2001,5,2001-01-29,0.3415,0.2606667,0.3293857,0.3690714,295.297142857,296.1,302.2,292.2,80.95,95.4071428571,87.18,5.14285714286,26.4333333333,9.66666666667,33.0,20.0,147.8,1.217342095577087,0
iq,2001,6,2001-02-05,0.2335857,0.161,0.1966143,0.2267,295.511428571,296.128571429,303.6,292.5,16.4,89.08,31.93,6.17142857143,27.35,10.025,34.2,21.7,3.3,2.5716358056125714,0
iq,2001,7,2001-02-12,0.1554143,0.1350167,0.1485286,0.1571,295.37,296.492857143,304.4,292.3,37.96,94.8842857143,66.84,6.04285714286,26.3,8.95,33.0,21.0,83.1,1.1485071469145856,0
iq,2001,8,2001-02-19,0.1353714,0.0823,0.1297571,0.1840429,296.07,296.978571429,304.4,290.6,34.18,92.8428571429,16.17,7.58571428571,26.9333333333,10.0,33.2,21.0,38.1,0.7150549355664606,0
iq,2001,9,2001-02-26,0.30764,0.2282167,0.2245,0.2912833,297.038571429,298.307142857,305.1,293.7,26.96,93.3142857143,47.14,7.38571428571,26.56,9.48,33.2,20.5,21.1,-0.7658794946153294,0
iq,2001,10,2001-03-05,0.1820429,0.289,0.2068714,0.2063286,297.618571429,298.692857143,305.8,294.8,83.89,94.0928571429,118.07,6.58571428571,27.2,10.15,33.3,20.0,87.1,-1.7842856744344129,0
iq,2001,11,2001-03-12,0.2053833,0.1769,0.2063571,0.2041286,296.79,298.128571429,309.3,292.8,195.2,94.0942857143,74.34,8.28571428571,27.05,12.1,34.2,20.0,39.9,-0.4365057164514215,0
iq,2001,12,2001-03-19,0.1883429,0.1950333,0.1635429,0.2841429,298.701428571,299.75,309.7,293.2,32.6,82.8014285714,90.35,10.6142857143,27.4333333333,11.4333333333,34.1,20.0,70.8,0.05516640992190887,0
iq,2001,13,2001-03-26,0.16238,0.1508167,0.09465714,0.1322571,296.852857143,297.6,303.2,292.8,304.52,95.9242857143,94.06,6.2,27.05,10.95,34.2,20.0,80.0,-1.2408104761583016,0
iq,2001,14,2001-04-02,0.2678143,0.3126429,0.2615,0.2584,296.305714286,297.828571429,305.5,292.9,91.43,96.7371428571,86.46,6.65714285714,27.16,10.98,35.0,20.5,46.2,-0.6455806603733129,0
iq,2001,15,2001-04-09,0.3827571,0.3709714,0.3438857,0.3762714,297.175714286,298.3,305.5,292.1,110.1,94.6028571429,80.82,6.77142857143,26.46,11.66,34.0,19.5,120.1,-1.2962858529229717,0
iq,2001,16,2001-04-16,0.3125429,0.2822143,0.2621286,0.4074857,297.062857143,298.15,305.1,292.8,120.32,94.6157142857,77.73,7.5,27.34,11.04,33.5,20.4,45.3,-1.0699076851673321,1
iq,2001,17,2001-04-23,0.2456143,0.2148429,0.2733714,0.2288,297.961428571,299.207142857,307.8,293.2,78.3,88.1485714286,78.01,10.2428571429,27.6333333333,10.9333333333,34.3,21.0,14.9,-0.2860577110872325,0
iq,2001,18,2001-04-30,0.2540143,0.179,0.3128286,0.2625571,297.285714286,298.65,305.6,293.1,103.87,92.1928571429,94.77,7.41428571429,27.625,11.325,35.2,20.5,51.0,-0.7447489089703463,0
iq,2001,19,2001-05-07,0.2664571,0.1886,0.1962,0.2273286,297.135714286,298.2,305.1,292.1,85.9,95.82,45.56,7.08571428571,26.6,8.8,32.7,21.4,66.0,-1.5780909429782883,0
iq,2001,20,2001-05-14,0.3153429,0.31965,0.2627,0.3034857,297.297142857,298.307142857,305.6,294.7,80.3,98.3414285714,74.08,5.64285714286,27.15201301387061,8.958020876782655,32.5,21.981364046047048,0.0,-2.572379723751852,0
iq,2001,21,2001-05-21,0.2985857,0.3796667,0.1842429,0.2685286,296.922857143,297.957142857,305.6,293.0,53.1,94.71,70.81,8.54285714286,27.4333333333,11.9333333333,34.2,20.5,64.1,-0.8507313321465044,1
iq,2001,22,2001-05-28,0.2999429,0.3029429,0.3187143,0.3874429,296.845714286,298.0,304.8,291.8,20.3,91.4657142857,90.07,8.8,27.25,12.65,34.8,20.5,32.0,0.08374108621649458,1
iq,2001,23,2001-06-04,0.3635667,0.1819143,0.2539714,0.2467286,296.691428571,297.892857143,307.6,291.5,30.63,89.4871428571,126.46,9.72857142857,26.8666666667,10.7333333333,34.0,19.8,17.0,1.106023082311886,0
iq,2001,24,2001-06-11,0.3170833,0.2989667,0.2198714,0.2173429,295.482857143,296.435714286,302.6,291.9,95.06,94.0171428571,47.13,7.27142857143,26.88,10.68,33.4,20.0,37.1,1.3214108381639538,0
iq,2001,25,2001-06-18,0.1041,0.1082429,0.05965714,0.1137571,296.0,297.321428571,305.2,291.0,13.45,88.1714285714,53.93,9.41428571429,26.4,10.05,33.2,20.5,9.9,2.270788249278216,1
iq,2001,26,2001-06-25,0.1923,0.2752857,0.3164571,0.3254143,294.845714286,296.0,306.1,288.4,1.82,79.3228571429,1.22,12.3428571429,25.283170506163863,11.171617612621077,32.3,17.1,31.0,6.331193621128375,0
iq,2001,27,2001-07-02,0.2290833,0.1932667,0.2704571,0.2421857,295.795714286,297.05,305.0,291.3,23.6,84.8571428571,52.1,8.55714285714,26.5,11.3666666667,33.2,20.0,70.1,3.494885227387165,0
iq,2001,28,2001-07-09,0.3597167,0.3110571,0.2649857,0.4388429,295.808571429,297.021428571,307.2,290.3,16.7,88.3228571429,39.09,9.7,27.35,10.95,33.5,19.5,22.3,2.563719425513385,0
iq,2001,29,2001-07-16,0.3195,0.2050857,0.1947429,0.3616333,297.555714286,298.928571429,307.9,291.1,18.0,84.2457142857,52.05,11.4285714286,26.7666666667,10.0666666667,32.8,21.0,36.8,1.6061058306496556,0
iq,2001,30,2001-07-23,0.2911571,0.2526333,0.2182,0.3259857,296.815714286,298.221428571,306.0,292.0,38.29,90.8142857143,54.52,10.2714285714,27.3666666667,11.4,34.0,21.2,25.2,0.35041829020781295,0
iq,2001,31,2001-07-30,0.2371167,0.1956167,0.1883143,0.1339,297.291428571,299.178571429,308.1,289.8,9.71,82.2257142857,27.97,12.8714285714,26.52,10.88,34.0,18.4,10.9,2.513067014299358,0
iq,2001,32,2001-08-06,0.2007571,0.2377286,0.2236429,0.2043571,298.537142857,300.135714286,308.7,291.0,0.2,66.6642857143,0.0,14.6428571429,27.1,12.175,33.5,17.8,8.640554578750766,5.2648918294704625,0
iq,2001,33,2001-08-13,0.2821714,0.2735571,0.2658571,0.3664571,298.395714286,299.785714286,309.7,292.0,0.0,69.4757142857,5.14,13.3142857143,27.125,12.25,33.4,20.0,18.0,4.420685366534219,0
iq,2001,34,2001-08-20,0.2407571,0.1931143,0.2063429,0.2469143,298.44,299.814285714,308.8,291.7,30.1,78.3885714286,9.97,12.2,27.6,11.68,34.2,20.0,47.9,1.7424603190354695,0
iq,2001,35,2001-08-27,0.2280714,0.1999857,0.2331429,0.2646429,298.751428571,300.514285714,311.2,293.0,16.9,76.9557142857,47.58,12.8,27.2,12.4666666667,35.2,20.0,31.0,2.13226811379101,0
iq,2001,36,2001-09-03,0.30695,0.2410286,0.1908714,0.3389429,298.691428571,300.521428571,311.2,291.7,39.8,81.9871428571,44.45,13.4428571429,27.375,12.15,34.3,20.8,35.1,0.4594553632900018,0
iq,2001,37,2001-09-10,0.3084571,0.2503143,0.2983,0.4290714,298.665714286,300.121428571,311.5,290.9,19.6,78.9571428571,36.2,13.7857142857,27.375,11.525,35.2,20.1,41.9,1.5635248556384416,0
iq,2001,38,2001-09-17,0.3533143,0.3439714,0.3586714,0.3530429,297.962857143,299.421428571,309.0,292.9,65.54,84.0328571429,66.4,10.9285714286,27.525,12.75,35.0,20.2,69.0,0.9130910116412979,0
iq,2001,39,2001-09-24,0.3346714,0.3886143,0.2854,0.3197714,298.707142857,300.907142857,310.4,291.7,21.9,79.3657142857,26.48,14.0428571429,27.25,11.925,33.4,20.3,13.2,1.2744113491387092,0
iq,2001,40,2001-10-01,0.3343857,0.2712857,0.2416857,0.4444,299.547142857,300.707142857,311.0,291.8,32.6,78.33,63.42,14.1285714286,28.3,13.34,35.5,20.4,14.2,0.6249828002531155,0
iq,2001,41,2001-10-08,0.4202857,0.3819571,0.4438,0.5460167,299.158571429,300.285714286,312.3,290.8,12.3,74.4185714286,58.75,11.3428571429,28.525,12.475,36.8,21.8,30.9,2.01715081275978,0
iq,2001,42,2001-10-15,0.3102,0.2971286,0.3454857,0.3820571,300.308571429,302.2,312.9,292.4,49.2,72.1628571429,77.89,12.8857142857,27.6333333333,12.5333333333,36.7,20.0,159.0,1.3469379845614173,0
iq,2001,43,2001-10-22,0.1244833,0.2392667,0.1845,0.2055714,298.584285714,300.071428571,310.6,293.9,114.36,90.2657142857,77.15,9.85714285714,28.0666666667,11.9666666667,35.0,21.0,89.1,-2.0380490939281213,0
iq,2001,44,2001-10-29,0.2108857,0.2075667,0.2066143,0.232,298.341428571,299.507142857,308.8,292.0,46.46,85.5728571429,83.53,11.2714285714,27.64,10.38,35.8,21.5,76.0,-0.19249740042809668,0
iq,2001,45,2001-11-05,0.3581429,0.2793429,0.3059714,0.3714,298.514285714,299.75,309.7,292.5,164.74,89.0042857143,34.54,10.1,27.525,11.025,34.4,21.3,35.1,-1.4318482482089636,0
iq,2001,46,2001-11-12,0.2773286,0.2303,0.2773,0.2969714,298.847142857,300.578571429,310.5,294.0,181.2,87.4814285714,61.82,9.7,28.44,10.18,34.5,21.0,43.9,-1.4186340426632091,0
iq,2001,47,2001-11-19,0.3297,0.3304167,0.3406429,0.4415714,299.12,300.485714286,309.5,294.2,56.3,88.8371428571,65.89,9.22857142857,27.575,11.575,33.7,20.8,31.0,-2.2715224761164894,1
iq,2001,48,2001-11-26,0.3015,0.3613,0.3055714,0.3699167,298.555714286,299.635714286,310.0,294.4,31.5,87.3771428571,47.46,8.01428571429,28.2333333333,11.6666666667,35.3,21.8,12.2,-0.8812875260974742,1
iq,2001,49,2001-12-03,0.3250571,0.2264714,0.2992571,0.3504714,298.754285714,300.221428571,308.5,294.6,158.5,87.24,46.86,8.87142857143,28.425,11.65,35.5,21.2,23.1,-1.1206860793565496,1
iq,2001,50,2001-12-10,0.3260333,0.2355333,0.3155714,0.3066429,298.245714286,299.592857143,305.8,293.9,72.94,96.1185714286,138.22,7.78571428571,27.84,10.96,35.0,21.0,75.0,-3.4042538639380697,2
iq,2001,51,2001-12-17,0.2229429,0.2240714,0.2128143,0.1841286,298.564285714,299.678571429,309.3,295.1,85.9,93.9471428571,43.95,7.38571428571,27.075,9.5,32.9,21.0,57.9,-2.959617419165606,4
iq,2001,52,2001-12-24,0.2981889,0.3380778,0.2887889,0.3417,298.238571429,299.35,306.7,294.7,109.64,96.3557142857,100.72,6.5,27.35,8.65,33.3,22.0,25.1,-3.410266254116362,1
iq,2002,1,2002-01-01,0.4057286,0.3484,0.3686429,0.3800143,297.132857143,297.871428571,304.5,292.5,109.8,94.5885714286,70.16,5.94285714286,27.95,9.45,33.2,23.0,45.3,-1.192217110336105,4
iq,2002,2,2002-01-08,0.3275833,0.3759167,0.4102667,0.3833333,300.012857143,301.271428571,309.8,294.8,5.5,76.6028571429,64.79,11.4,28.9666666667,11.9333333333,35.4,21.0,7.1,0.42194932041258365,11
iq,2002,3,2002-01-15,0.2410857,0.14565,0.2780286,0.1976429,299.877142857,300.907142857,309.4,291.8,4.7,75.2042857143,22.77,12.1285714286,28.8,12.7666666667,36.0,22.0,5.0,0.8695047408858481,16
iq,2002,4,2002-01-22,0.1041286,0.1483286,0.1121857,0.1419143,298.915714286,299.878571429,308.7,293.2,19.91,81.5271428571,121.07,10.2142857143,27.94,11.8,35.8,21.0,18.0,0.14518039869442412,23
iq,2002,5,2002-01-29,0.25337632366301754,0.23854798749603034,0.240801141738615,0.2559405721681407,296.858571429,297.9,304.2,294.1,43.12,96.2671428571,59.4,5.22857142857,26.3,9.7,32.5,20.8,120.2,-1.2972523841667976,12
iq,2002,6,2002-02-05,0.1849167,0.1733286,0.1687429,0.1844286,295.912857143,296.692857143,304.2,292.0,69.96,96.6414285714,4.68,5.18571428571,26.625,9.725,34.0,20.8,70.4,0.027250722968218635,14
iq,2002,7,2002-02-12,0.2919714,0.2241429,0.3051,0.3732714,297.847142857,299.292857143,304.7,294.5,33.3,93.4385714286,104.37,7.7,27.85,10.725,33.6,20.8,62.8,-1.908557235290202,18
iq,2002,8,2002-02-19,0.1288,0.1224333,0.09594286,0.1251714,297.695714286,299.021428571,305.5,293.9,49.43,92.05,37.46,7.72857142857,27.02,9.78,33.5,21.0,14.0,-1.2851694573404293,8
iq,2002,9,2002-02-26,0.1162,0.1787429,0.08991429,0.2104143,297.062857143,298.192857143,305.0,294.5,201.2,97.1571428571,80.14,5.81428571429,26.7,9.6,32.2,20.5,47.6,-1.8722212351420335,7
iq,2002,10,2002-03-05,0.3183667,0.2556,0.266,0.2973833,298.54,299.957142857,308.8,294.5,160.1,91.2214285714,92.84,8.97142857143,27.85,13.2,35.7,21.0,48.3,-2.169377105348874,10
iq,2002,11,2002-03-12,0.2483857,0.1795,0.2698143,0.2992333,298.358571429,300.15,309.2,293.8,46.9,89.7785714286,41.96,9.41428571429,26.95,10.45,34.5,21.6,9.1,-1.4437373549219226,7
iq,2002,12,2002-03-19,0.2265857,0.2483333,0.2302,0.2435143,297.951428571,299.242857143,305.8,294.1,92.4,94.1657142857,61.18,7.37142857143,26.95,11.775,33.3,20.6,76.8,-2.305644373994491,10
iq,2002,13,2002-03-26,0.2127857,0.27455,0.1987,0.2284571,296.407142857,297.214285714,303.6,293.9,127.9,98.4571428571,110.42,4.4,26.1,10.3,32.3,20.7,49.0,-1.2700415712764315,5
iq,2002,14,2002-04-02,0.19708,0.2962286,0.1805,0.2763286,297.174285714,298.064285714,303.9,294.5,122.3,97.7757142857,94.01,6.18571428571,27.3,10.4,32.5,20.2,20.1,-2.2238956415380757,11
iq,2002,15,2002-04-09,0.2698286,0.1968143,0.2025857,0.2662857,296.862857143,297.7,303.3,294.1,187.8,97.2442857143,75.98,5.14285714286,26.3,9.4,31.4,20.8,13.0,-1.618564416654191,8
iq,2002,16,2002-04-16,0.26935,0.2121571,0.1889286,0.1949429,297.764285714,298.921428571,305.0,294.4,49.8,92.6157142857,109.49,6.72857142857,27.2,13.0,34.6,20.3,84.17523385266668,-1.5934707956964873,18
iq,2002,17,2002-04-23,0.2678429,0.2614143,0.2485,0.2669286,297.584285714,298.814285714,305.2,293.9,96.1,95.2514285714,45.59,7.31428571429,27.2666666667,10.7,33.3,21.7,53.9,-2.0236745363925213,13
iq,2002,18,2002-04-30,0.1703571,0.1418286,0.1977286,0.2570714,297.408571429,298.55,303.8,292.8,52.6,93.8457142857,60.05,7.5,27.43082626043413,9.988124220703,33.5,21.2,1.0,-1.4407989966190655,9
iq,2002,19,2002-05-07,0.2272571,0.1782429,0.1773857,0.2101143,297.355714286,298.435714286,304.4,293.0,66.85,95.22,101.3,8.04285714286,27.5,11.525,34.0,21.3,25.4,-1.750897723186452,22
iq,2002,20,2002-05-14,0.1338,0.1096333,0.2196143,0.1417,296.784285714,297.585714286,303.7,293.9,93.4,97.2428571429,46.79,5.08571428571,26.8666666667,9.7,32.3,20.8,543.3,-1.395134297798716,10
iq,2002,21,2002-05-21,0.1921143,0.1776429,0.2308571,0.2222,297.05,298.621428571,306.2,292.7,32.3,94.8042857143,51.25,8.5,27.7,12.15,33.8,20.8,9.1,-1.1427250504082254,5
iq,2002,22,2002-05-28,0.1764571,0.1749143,0.1881571,0.2386286,297.557142857,298.714285714,305.9,292.4,58.02,93.7885714286,41.54,7.65714285714,26.325,9.775,32.3,20.8,146.7,-1.486143891085472,13
iq,2002,23,2002-06-04,0.3204714,0.2780857,0.2377286,0.3431857,296.267142857,297.085714286,305.3,291.5,19.12,94.3457142857,72.76,8.74285714286,27.3,11.6333333333,34.3,20.7,28.0,-0.012304675336370436,2
iq,2002,24,2002-06-11,0.3862667,0.2591333,0.3284143,0.3916286,297.257142857,298.971428571,305.8,293.4,39.48,94.1442857143,69.62,8.97142857143,27.8,11.5,34.0,20.7,1.0,-1.2396016689286353,11
iq,2002,25,2002-06-18,0.2212714,0.1735143,0.2119714,0.2252143,296.807142857,297.514285714,306.4,288.4,22.95,85.7371428571,39.16,10.7142857143,26.2333333333,8.73333333333,33.0,18.8,31.0,1.914019528778933,11
iq,2002,26,2002-06-25,0.1791714,0.2791,0.1326143,0.2132857,295.808571429,296.907142857,305.3,290.0,14.1,82.1671428571,3.18,10.7285714286,26.15,10.8,32.6,18.6,7.1,4.224611426146358,3
iq,2002,27,2002-07-02,0.1015429,0.1266,0.1193571,0.07624286,294.635714286,294.892857143,305.1,287.4,6.2,85.5657142857,3.27,8.7,26.275,9.5,32.6,20.7,5.1,4.768280445239578,7
iq,2002,28,2002-07-09,0.21602,0.2350667,0.1511857,0.2129714,295.882857143,297.035714286,307.1,291.2,8.7,85.6728571429,5.71,8.78571428571,26.1333333333,10.6333333333,32.3,20.3,26.3,3.2374010477918276,7
iq,2002,29,2002-07-16,0.1080429,0.07298571,0.1112286,0.1179714,296.442857143,297.742857143,306.3,290.6,8.3,84.6685714286,63.0,11.1714285714,25.4,9.0,30.1,20.1,0.0,2.720286423469089,4
iq,2002,30,2002-07-23,0.2225,0.2631,0.2489857,0.3464714,296.875714286,298.3,307.4,288.3,12.41,83.4971428571,65.55,11.9714285714,27.8,11.6,33.6,19.5,68.1,2.5737626888462395,5
iq,2002,31,2002-07-30,0.3870143,0.2601714,0.3492714,0.2830571,297.161428571,298.728571429,308.5,292.8,23.33,87.0342857143,89.93,10.6,26.7,11.14,33.8,19.3,35.6,0.9142901275699175,6
iq,2002,32,2002-08-06,0.3041167,0.2788429,0.3074571,0.3378429,296.795714286,298.642857143,308.0,289.1,5.44,80.47,14.34,13.4571428571,27.25,12.8,34.0,20.2,0.0,3.58671598697311,7
iq,2002,33,2002-08-13,0.3771571,0.3059,0.2884,0.3608429,298.304285714,299.335714286,308.9,290.8,1.7,69.06,9.81,14.3857142857,27.8333333333,12.2333333333,35.1,20.6,7.1,4.858844251126115,7
iq,2002,34,2002-08-20,0.345425,0.31354,0.29505,0.3092667,296.184285714,296.735714286,308.6,288.8,5.61,82.1414285714,31.71,12.7571428571,26.671750315368584,10.360616238954591,33.1,20.8,70.6,3.885640172120863,4
iq,2002,35,2002-08-27,0.3045429,0.2694429,0.2508571,0.3224714,298.412857143,299.985714286,310.3,291.6,10.7,77.7657142857,38.8,12.8,27.4,11.15,35.1,20.9,24.1,1.913023924264733,9
iq,2002,36,2002-09-03,0.2290143,0.1319714,0.2494571,0.1908857,299.395714286,300.678571429,310.5,293.9,13.1,77.0828571429,81.85,11.9285714286,27.4,10.475,33.3,21.7,17.0,1.0090689360560252,17
iq,2002,37,2002-09-10,0.3075429,0.2941714,0.3234,0.1907714,299.015714286,300.207142857,310.0,290.0,3.2,73.1414285714,25.36,14.0428571429,28.2333333333,13.2333333333,35.9,19.9,89.9,2.853479660239311,8
iq,2002,38,2002-09-17,0.3274143,0.3472571,0.3386714,0.3838714,300.32,301.042857143,311.2,291.8,0.8,64.6885714286,11.49,16.0285714286,28.9,12.7,36.6,21.5,0.8,4.063056715796974,22
iq,2002,39,2002-09-24,0.2379833,0.3084286,0.2681143,0.3200429,299.238571429,301.114285714,312.6,291.5,41.1,79.5628571429,38.56,13.1714285714,27.9,12.2,36.0,20.4,86.9,0.9879745436903657,18
iq,2002,40,2002-10-01,0.2721143,0.1793667,0.3142429,0.2741714,299.654285714,301.235714286,313.2,291.8,24.1,74.25,70.98,13.7571428571,29.2,14.1333333333,37.7,21.7,74.2,1.797923434543418,21
iq,2002,41,2002-10-08,0.37815,0.3857833,0.2314286,0.2459333,298.717142857,300.55,310.6,293.4,34.4,85.1371428571,70.22,12.5285714286,28.075,11.45,34.6,21.8,79.8,-0.622468556368249,16
iq,2002,42,2002-10-15,0.1992714,0.1592429,0.2581286,0.2277143,298.297142857,299.714285714,308.8,292.1,40.7,86.9985714286,21.96,10.6571428571,28.0,11.6333333333,34.2,22.0,4.5,-0.5509181441940755,31
iq,2002,43,2002-10-22,0.2278714,0.2144571,0.2997714,0.2229429,297.331428571,298.15,304.5,292.5,35.4,87.7171428571,48.94,8.5,27.95,10.3,36.0,21.8,167.8,0.38269434463466545,25
