city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,dew_humidity,total_cases
sj,1990,40,1990-10-01,0.22855,0.18975,0.2124857,0.2011857,300.775714286,300.85,303.3,299.1,36.1,78.52,31.18,2.9,28.7714285714,8.02857142857,33.3,23.9,11.7,-2.016346737978738,42
sj,1990,41,1990-10-08,0.17115,0.06755,0.1794667,0.1577167,299.857142857,299.942857143,301.8,298.1,132.4,84.11,51.42,2.57142857143,28.6285714286,7.31428571429,33.3,24.4,57.7,-2.438818228795306,33
sj,1990,42,1990-10-15,0.08822705451203738,0.0702,0.1816167,0.16575,299.195714286,299.307142857,301.5,297.5,279.6,85.6214285714,143.55,1.87142857143,27.6285714286,7.4,32.8,23.3,61.8,-1.8862275337876524,43
sj,1990,43,1990-10-22,0.1462,0.08975,0.1288286,0.1239286,298.902857143,299.042857143,300.9,297.2,94.52,85.5028571429,127.03,1.8,26.7714285714,7.62857142857,32.2,21.7,91.5,-1.4243266290491627,37
sj,1990,44,1990-10-29,0.25225,0.1834333,0.318,0.2959,299.727142857,299.778571429,301.4,298.5,22.26,82.7871428571,101.35,1.78571428571,27.9714285714,8.64285714286,33.3,22.8,6.3,-1.8213362392432562,57
sj,1990,45,1990-11-05,0.1526,0.181775,0.1783286,0.1866286,299.972857143,300.035714286,302.2,298.5,14.4,81.7157142857,20.46,2.38571428571,28.4714285714,8.42857142857,33.3,23.9,6.6,-1.870867063038821,71
sj,1990,46,1990-11-12,0.2908,0.2246,0.1803857,0.2348857,300.35,300.5,302.3,298.8,7.1,75.7285714286,20.0,2.2,27.5428571429,8.6,32.8,22.2,38.9,-0.5512450679243105,44
sj,1990,47,1990-11-19,0.2722,0.33035,0.1316333,0.1253833,299.511428571,299.635714286,301.6,297.0,36.7,78.1514285714,20.04,2.52857142857,26.8,7.41428571429,31.7,22.2,9.6,-0.09559882934991702,56
sj,1990,48,1990-11-26,0.1367667,0.216525,0.1767857,0.1415857,298.238571429,298.264285714,300.2,296.5,44.3,81.3857142857,33.61,1.98571428571,26.2,7.12857142857,31.1,20.6,26.7,0.6882026902651117,53
sj,1990,49,1990-12-03,0.1098,0.0886,0.2667833,0.2517,298.542857143,298.685714286,300.8,296.7,71.8,79.9085714286,9.96,2.05714285714,25.9857142857,5.54285714286,29.4,22.2,69.0,0.7418031504503535,52
sj,1990,50,1990-12-10,0.12135,0.26166,0.1913857,0.2099857,298.202857143,298.278571429,300.6,296.1,4.1,68.7228571429,0.0,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,2.8,4.505808552617912,47
sj,1990,51,1990-12-17,0.2931333,0.2668667,0.2608571,0.3027286,298.297142857,298.378571429,300.9,296.0,32.31,80.0828571429,52.45,2.87142857143,25.7142857143,6.58571428571,30.6,21.1,19.8,1.0468075628434896,26
sj,1990,52,1990-12-24,0.3025,0.2772333,0.1712667,0.1616222,298.038571429,298.085714286,299.8,295.3,5.46,69.6814285714,0.0,2.28571428571,25.1571428571,5.84285714286,28.9,21.1,20.9,4.386728215499132,27
sj,1991,1,1991-01-01,0.1465,0.1404667,0.1515,0.1673143,297.06,297.135714286,299.0,293.9,4.8,72.9385714286,0.0,2.52857142857,24.3857142857,7.45714285714,29.4,18.9,5.3,4.648262650218476,21
sj,1991,2,1991-01-08,0.13135505330183683,0.1004667,0.2519,0.1376167,297.674285714,297.828571429,299.3,295.8,26.33,76.6285714286,15.85,1.88571428571,24.9142857143,6.31428571429,28.3,21.1,31.7,2.8559941836997176,21
sj,1991,3,1991-01-15,0.2457834509731267,0.2935667,0.2599429,0.2179,297.422857143,297.657142857,299.3,296.1,27.4,78.5,0.0,2.0,25.2428571429,6.57142857143,29.4,21.1,16.5,2.6741785085406238,26
sj,1991,4,1991-01-22,0.3313,0.3093333,0.2210286,0.2027571,297.884285714,298.15,300.3,296.0,0.7,71.5971428571,0.0,2.55714285714,24.7142857143,7.77142857143,29.4,18.3,6.8,4.05264776416246,34
sj,1991,5,1991-01-29,0.0917,0.246425,0.2438571,0.1956,298.044285714,298.228571429,300.1,295.0,5.7,71.7842857143,0.0,2.77142857143,24.8285714286,8.15714285714,30.0,18.9,5.9,3.8012050480157904,37
sj,1991,6,1991-02-05,0.3801,0.2285667,0.2550429,0.2258,297.74,297.928571429,299.7,295.0,19.69,75.7942857143,0.0,2.42857142857,25.0571428571,6.88571428571,30.0,20.6,7.3,3.0418504226107244,17
sj,1991,7,1991-02-12,0.0712,0.2211,0.2762429,0.2673429,296.884285714,297.114285714,300.2,294.1,21.4,78.8957142857,18.05,3.2,25.1428571429,8.87142857143,32.2,18.9,5.6,3.2243612803900352,19
sj,1991,8,1991-02-19,0.1490103502722473,0.2094,0.1084333,0.1194,297.414285714,297.614285714,300.1,295.8,26.2,79.74,0.0,2.57142857143,25.8428571429,8.47142857143,32.2,20.0,17.8,2.351880562911048,25
sj,1991,9,1991-02-26,0.1702,0.2086,0.13752,0.1914333,297.505714286,297.828571429,299.8,295.8,23.8,77.9771428571,31.79,2.11428571429,25.2571428571,7.2,30.6,20.0,30.7,2.6812446497028968,18
sj,1991,10,1991-03-05,0.21075,0.2641,0.2476857,0.2163571,297.777142857,298.078571429,300.3,296.4,8.3,77.3157142857,0.0,2.24285714286,26.0142857143,8.31428571429,31.1,20.6,10.9,2.504465142880963,21
sj,1991,11,1991-03-12,0.1279966471636822,0.14818954045993493,0.21325,0.2405429,297.431428571,297.635714286,300.1,295.7,13.37,78.1385714286,0.0,2.72857142857,25.9285714286,8.97142857143,31.7,20.6,3.6,2.736584352262379,17
sj,1991,12,1991-03-19,0.1279,0.1784,0.1470143,0.1593,297.407142857,297.614285714,300.4,295.4,11.1,77.8828571429,0.0,2.54285714286,26.0857142857,6.97142857143,32.2,21.1,5.7,2.823320797745081,17
sj,1991,13,1991-03-26,0.28035,0.223575,0.2478833,0.2473857,297.47,297.692857143,301.0,295.7,21.26,80.0014285714,0.0,2.75714285714,26.0571428571,6.58571428571,32.2,22.2,26.9,2.1952941829859363,16
sj,1991,14,1991-04-02,0.1691,0.216825,0.2605143,0.2219714,297.064285714,297.185714286,299.4,295.4,20.9,75.6628571429,12.92,2.28571428571,25.2428571429,6.81428571429,28.9,20.6,4.1,3.904103748015505,16
sj,1991,15,1991-04-09,0.1765,0.2763,0.1845333,0.1773667,297.372857143,297.657142857,299.2,295.9,19.78,79.6285714286,6.0,2.62857142857,25.3,6.51428571429,28.9,21.1,18.8,2.393388404897864,15
sj,1991,16,1991-04-16,0.0774,0.1024,0.16355,0.2061667,297.284285714,297.392857143,298.9,296.0,21.9,73.3514285714,44.57,2.01428571429,25.5142857143,6.27142857143,29.4,21.1,19.4,4.305965396959647,23
sj,1991,17,1991-04-23,0.1359950761808637,0.18845,0.1883143,0.2249429,298.074285714,298.235714286,299.6,296.7,19.7,78.4471428571,32.72,2.3,26.5285714286,8.01428571429,32.8,21.7,3.5,1.7699424804783506,16
sj,1991,18,1991-04-30,0.2091667,0.160575,0.1761714,0.1761714,298.831428571,299.071428571,301.0,297.1,8.38,79.36,0.0,2.8,27.3142857143,7.71428571429,32.2,22.8,2.8,0.5015059030855528,17
sj,1991,19,1991-05-07,0.11595,0.180175,0.1063857,0.1111857,298.638571429,298.721428571,300.9,297.2,20.6,79.5414285714,35.38,2.41428571429,26.9285714286,6.92857142857,31.7,22.8,40.2,0.7034371774060606,12
sj,1991,20,1991-05-14,0.1044804723750925,0.10455,0.15115,0.0964,298.325714286,298.407142857,300.1,296.6,35.37,80.0671428571,4.16,2.5,26.5285714286,6.58571428571,30.6,22.8,32.8,0.9903753454323034,17
sj,1991,21,1991-05-21,0.0669,0.1335667,0.09711667,0.1356,298.584285714,298.457142857,300.4,297.0,59.3,81.3014285714,51.16,1.85714285714,27.3857142857,6.7,31.7,22.8,3.6,0.25997077599549767,10
sj,1991,22,1991-05-28,0.1401,0.1594667,0.2143167,0.2571,298.808571429,298.885714286,301.1,297.3,43.4,81.0885714286,55.37,2.14285714286,27.9428571429,7.01428571429,33.3,23.3,5.6,0.05190112788885686,15
sj,1991,23,1991-06-04,0.08585,0.087,0.1196,0.1659286,299.518571429,299.75,301.6,297.4,5.0,76.0742857143,8.08,2.87142857143,28.0714285714,7.5,33.3,23.3,20.6,0.5255651556613328,19
sj,1991,24,1991-06-11,0.1091,0.1564667,0.1734286,0.1739714,299.891428571,300.071428571,301.8,298.4,5.82,77.0357142857,6.09,2.4,28.2285714286,7.97142857143,33.9,23.9,9.4,-0.2703968185154696,21
sj,1991,25,1991-06-18,0.0596,0.09235,0.1301286,0.1306429,299.775714286,299.971428571,301.9,298.4,17.0,81.4214285714,44.25,2.17142857143,28.9285714286,7.14285714286,33.9,25.0,3.3,-1.4220059257021247,14
sj,1991,26,1991-06-25,0.07965,0.122,0.1851143,0.1582429,299.41,299.478571429,302.5,297.7,37.8,82.7457142857,73.76,2.04285714286,27.9142857143,7.4,32.8,22.8,12.4,-1.3179468744162675,18
sj,1991,27,1991-07-02,0.15639488586382022,0.1779333,0.2015286,0.1981571,299.371428571,299.385714286,302.4,297.4,51.99,81.6942857143,26.7,2.14285714286,28.3714285714,6.6,32.8,23.9,24.7,-0.9230060009860619,13
sj,1991,28,1991-07-09,0.0969,0.09362596737656048,0.13805,0.1679167,300.001428571,300.171428571,302.1,297.9,18.7,77.8771428571,6.13,2.42857142857,28.4142857143,6.67142857143,32.8,24.4,4.6,-0.6713210087825031,14
sj,1991,29,1991-07-16,0.04473363070791869,0.07733333,0.09982857,0.1166429,300.234285714,300.342857143,302.2,298.6,23.6,78.2414285714,29.67,2.42857142857,28.8,6.91428571429,33.9,23.9,12.2,-1.103767925090127,18
sj,1991,30,1991-07-23,0.0801,0.00805,0.1380333,0.1290667,299.808571429,299.978571429,302.1,298.2,27.4,81.4828571429,56.58,2.24285714286,28.0,5.88571428571,32.8,24.4,43.1,-1.4664424353944905,23
sj,1991,31,1991-07-30,0.09503285595368105,0.09605975987680537,0.1906429,0.1593286,299.852857143,299.964285714,302.0,298.3,34.39,81.8971428571,48.41,2.3,28.5714285714,6.34285714286,33.3,25.0,18.0,-1.671496197462828,25
sj,1991,32,1991-08-06,0.07315,0.1124,0.1925857,0.2093571,299.831428571,299.864285714,301.8,298.1,31.5,81.96,13.29,2.24285714286,28.5,6.51428571429,32.8,24.4,12.5,-1.6766389667348005,62
sj,1991,33,1991-08-13,0.0593,0.07698390927524201,0.1551,0.1567,300.42,300.65,302.8,298.7,20.4,79.1971428571,0.0,2.18571428571,29.4285714286,5.47142857143,33.3,25.6,3.3,-1.6988620665277874,60
sj,1991,34,1991-08-20,0.0569,0.09814,0.1285143,0.1437286,300.311428571,300.385714286,302.6,298.3,25.47,80.2557142857,51.88,2.4,29.2714285714,7.51428571429,34.4,24.4,1.5,-1.8382712048196317,76
sj,1991,35,1991-08-27,0.0693,0.05705,0.22504,0.1864,300.117142857,300.2,302.3,298.6,23.8,81.5942857143,55.2,2.37142857143,28.1571428571,7.0,32.2,23.9,10.7,-1.9574387609748714,66
sj,1991,36,1991-09-03,0.10805,0.091675,0.1398,0.1624143,300.105714286,300.15,302.3,298.4,42.33,82.31,65.9,2.12857142857,28.9428571429,7.54285714286,34.4,24.4,27.2,-2.169713720451126,64
sj,1991,37,1991-09-10,0.10475,0.1598333,0.11208,0.1446429,300.54,300.635714286,302.8,298.7,11.4,78.6271428571,33.56,3.04285714286,28.9714285714,7.7,33.9,23.3,61.0,-1.6645754211741408,68
sj,1991,38,1991-09-17,0.1098,0.1527333,0.1685714,0.1688714,300.527142857,300.6,303.0,298.8,28.8,80.8771428571,29.53,2.45714285714,28.9142857143,6.8,33.3,24.4,7.9,-2.33953368711665,89
sj,1991,39,1991-09-24,0.1676,0.1489,0.1714286,0.2181429,300.06,300.05,302.4,298.2,77.5,81.4242857143,73.55,2.07142857143,28.1428571429,6.68571428571,32.8,24.4,31.8,-1.8676476655860972,92
sj,1991,40,1991-10-01,0.1291,0.16672,0.177,0.1955571,299.65,299.692857143,301.6,298.3,60.0,82.4857142857,31.68,2.04285714286,27.7428571429,6.91428571429,32.8,23.3,26.5,-1.5938946298352374,140
sj,1991,41,1991-10-08,0.093,0.093,0.1450833,0.1681667,299.562857143,299.671428571,302.0,297.6,55.1,80.5157142857,32.1,2.25714285714,27.6571428571,6.61428571429,31.7,22.8,8.3,-0.8756989701289797,116
sj,1991,42,1991-10-15,0.0137,0.12886,0.1090429,0.1070286,299.897142857,299.921428571,302.0,298.1,31.19,79.3828571429,3.29,2.3,28.5428571429,7.62857142857,33.9,24.4,21.3,-1.0301003209122834,142
sj,1991,43,1991-10-22,0.1944,0.1186,0.1808143,0.1998714,299.891428571,299.992857143,302.0,298.0,12.6,76.7771428571,50.24,2.81428571429,27.8285714286,7.08571428571,32.8,23.3,3.5,-0.22091444988863704,129
sj,1991,44,1991-10-29,0.094,0.09665,0.1255667,0.1213167,299.905714286,299.992857143,302.4,298.1,26.83,78.9871428571,72.61,3.04285714286,28.1142857143,7.25714285714,32.8,24.4,4.8,-0.9201451711223522,140
sj,1991,45,1991-11-05,0.0544,0.05475,0.1121333,0.1193857,299.09,299.278571429,302.6,297.3,74.83,81.0585714286,42.92,2.9,27.1857142857,6.75714285714,32.2,22.8,41.4,-0.38255637927451575,140
sj,1991,46,1991-11-12,0.0954,0.1114,0.1949429,0.1980571,298.685714286,298.785714286,301.0,297.4,72.7,83.5142857143,78.73,1.97142857143,26.6571428571,6.74285714286,31.1,22.2,28.2,-0.48372552820099796,127
sj,1991,47,1991-11-19,0.00825,0.028425,0.1387429,0.1796429,298.698571429,298.707142857,300.8,297.1,15.1,75.5485714286,0.0,2.27142857143,26.3142857143,6.81428571429,30.0,22.2,9.4,1.7699521717793985,129
sj,1991,48,1991-11-26,0.08786667,0.1519,0.1796286,0.1661857,298.375714286,298.5,301.1,296.9,78.43,81.4857142857,35.34,2.02857142857,26.2714285714,6.58571428571,30.0,22.2,76.2,0.5175324832552762,169
sj,1991,49,1991-12-03,0.0802,0.14025,0.1336286,0.1344571,298.642857143,298.842857143,300.5,297.7,35.1,80.2757142857,0.0,1.8,26.7285714286,6.05714285714,30.6,23.3,19.6,0.4802202612659741,141
sj,1991,50,1991-12-10,-0.02665,0.2128,0.2224143,0.2289429,298.518571429,298.592857143,300.2,297.3,26.8,78.6214285714,0.0,2.01428571429,25.6142857143,5.85714285714,29.4,21.7,34.2,1.1277060563629502,108
sj,1991,51,1991-12-17,0.02807107057192404,0.04613333,0.1144,0.04045714,298.084285714,298.135714286,299.6,296.6,8.76,72.8614285714,0.0,2.07142857143,25.0,6.15714285714,28.9,20.6,6.1,3.3880622559424536,78
sj,1991,52,1991-12-24,0.12355,0.1237,0.1379333,0.1297556,296.521428571,296.507142857,299.2,294.3,19.3,76.1271428571,0.0,2.21428571429,24.3571428571,6.18571428571,28.3,19.4,13.7,4.462445175175195,70
sj,1992,1,1992-01-01,0.1251,0.1578667,0.1852833,0.1813667,299.15788559947714,299.27493750743884,301.4174806595361,297.283510289527,29.545641416390254,78.55960143119137,33.36089970144417,2.5123133605790144,27.149655569036874,6.878038534441693,31.821575382378626,22.66788215419612,24.47326132668502,0.23927670917902333,81
sj,1992,2,1992-01-08,0.1008333,0.073575,0.1387143,0.1127857,297.912857143,298.121428571,300.4,296.1,18.3,81.3,200.85,2.3,25.6571428571,7.5,30.6,20.6,58.2,1.1719778185086214,104
sj,1992,3,1992-01-15,0.2224,0.2299,0.1984571,0.1994143,297.338571429,297.485714286,300.2,295.6,19.8,84.1171428571,3.12,1.85714285714,25.4714285714,6.17142857143,31.1,21.7,32.3,1.1974203164580313,90
sj,1992,4,1992-01-22,0.1225333,0.13105,0.1888429,0.1688714,297.091428571,297.335714286,299.5,295.6,5.11,78.2914285714,0.0,2.35714285714,24.8571428571,7.44285714286,30.6,20.0,1.3,3.173941453789793,85
sj,1992,5,1992-01-29,0.0343520829531716,0.0483,0.1736714,0.1919286,297.42,297.55,299.3,295.5,6.5,75.22,0.0,2.44285714286,24.8,6.58571428571,28.9,20.0,9.2,3.598181258843617,55
sj,1992,6,1992-02-05,0.1016,0.0846,0.1117167,0.1879571,296.92,297.128571429,300.7,294.5,16.2,77.0585714286,0.0,3.4,24.7142857143,7.35714285714,30.6,20.0,3.0,3.7142166365826297,53
sj,1992,7,1992-02-12,0.12295730066279198,0.1305,0.1957429,0.1788571,297.798571429,298.057142857,300.2,295.3,20.1,82.8757142857,31.589302998010453,2.2,26.0285714286,6.57142857143,32.2,20.0,1.3,0.9073596606839224,65
sj,1992,8,1992-02-19,0.1301872076680599,0.1844667,0.1946143,0.2030571,297.898571429,298.107142857,300.1,296.3,4.4,77.2957142857,21.307164273753415,2.58571428571,25.7571428571,7.38571428571,33.9,21.7,8.9,2.370130936019254,33
sj,1992,9,1992-02-26,0.10705,0.0815,0.1652429,0.1630571,297.472857143,297.678571429,299.3,296.3,14.4,76.0371428571,7.329417191779839,2.41428571429,25.2857142857,6.17142857143,29.4,21.7,16.0,3.2842067160710124,38
sj,1992,10,1992-03-04,0.14825250581480098,0.18218,0.1910857,0.1928571,297.651428571,297.8,299.8,295.7,5.5,76.8785714286,0.0,2.31428571429,25.6571428571,7.81428571429,31.1,20.6,2.9,2.8105523788958053,59
sj,1992,11,1992-03-11,0.08685,0.09015,0.128,0.1551,297.634285714,297.785714286,299.6,296.1,12.6,78.0571428571,23.22,2.51428571429,25.7857142857,7.75714285714,31.7,21.7,5.9,2.481178600731898,40
sj,1992,12,1992-03-18,0.05305,0.08405,0.1417714,0.1345143,297.947142857,298.15,300.4,295.5,3.56,77.5057142857,0.0,2.7,26.1,7.85714285714,31.1,21.7,4.8,2.2265455596992205,37
sj,1992,13,1992-03-25,0.0688607272723285,0.07657979371499835,0.1348429,0.1068,297.218571429,297.428571429,300.3,295.8,21.0,80.2385714286,0.0,2.8,26.2,5.71428571429,32.2,22.2,2.3,2.436780854907256,29
sj,1992,14,1992-04-01,0.09995,0.07765,0.1930667,0.1769,297.982857143,298.071428571,300.2,296.0,16.2,78.0671428571,122.27,2.74285714286,26.2285714286,7.52857142857,31.1,21.7,24.1,2.011545445410283,30
sj,1992,15,1992-04-08,0.1039,0.1315,0.1224714,0.1243857,298.682857143,298.878571429,301.6,295.9,11.1,76.3757142857,43.21,3.61428571429,26.9857142857,7.84285714286,32.8,21.7,0.0,1.544734355309865,30
sj,1992,16,1992-04-15,0.07515,0.09743333,0.1590286,0.1729857,297.831428571,298.0,300.4,296.6,70.6,84.1842857143,83.11,2.14285714286,26.8142857143,5.88571428571,31.7,22.8,24.5,0.5135016108043726,28
sj,1992,17,1992-04-22,0.0922,0.1137,0.1514143,0.1548286,298.088571429,298.257142857,300.6,296.5,25.8,78.4257142857,36.16,2.82857142857,26.6714285714,7.24285714286,31.7,22.2,4.6,1.7619582632410267,23
sj,1992,18,1992-04-29,0.0125,0.0635,0.07031429,0.08944286,298.197142857,298.521428571,302.1,295.6,4.0,74.9328571429,0.0,3.61428571429,27.3714285714,6.5,33.9,23.3,1.6,2.611162130646745,24
sj,1992,19,1992-05-06,0.10875,0.2169,0.1823286,0.2073571,298.335714286,298.442857143,302.1,296.0,45.0,78.48,13.92,3.0,26.7857142857,6.91428571429,33.9,22.2,32.0,1.42920034085249,29
sj,1992,20,1992-05-13,0.101875,-0.0088,0.1420667,0.1259,298.334285714,298.514285714,300.4,296.4,27.5,78.3814285714,2.94,2.22857142857,27.4428571429,5.95714285714,31.1,22.8,8.1,1.435658517727303,26
sj,1992,21,1992-05-20,0.1024,0.0686,0.06238333,0.0574,298.408571429,298.557142857,301.0,296.8,570.5,85.6471428571,71.85,2.71428571429,27.8571428571,6.77142857143,32.8,23.3,22.1,-0.7120852136840671,23
sj,1992,22,1992-05-27,0.1215,0.12297958598988856,0.2191571,0.2130143,298.615714286,298.75,301.4,297.0,130.3,87.3014285714,186.25,2.35714285714,27.4285714286,5.95714285714,31.7,23.9,80.2,-1.5374817943934176,20
sj,1992,23,1992-06-03,0.12165,0.13995,0.1100857,0.1022286,299.104285714,299.228571429,301.0,297.8,50.0,85.8271428571,42.24,2.11428571429,27.5,6.91428571429,31.7,22.8,103.9,-1.7858892425324147,19
sj,1992,24,1992-06-10,0.08395,0.0856,0.1023714,0.1117714,298.901428571,298.964285714,300.5,297.6,43.8,84.87,43.21,1.98571428571,28.2,6.87142857143,32.8,24.4,102.4,-1.2240570686637853,20
sj,1992,25,1992-06-17,0.10445,0.15315,0.1811571,0.1920857,298.931428571,298.957142857,301.0,297.0,37.1,84.2485714286,52.07,2.0,28.2857142857,6.74285714286,32.8,24.4,29.8,-1.0542952477643015,26
sj,1992,26,1992-06-24,0.1302,0.1302,0.13938,0.11475,299.568571429,299.55,301.8,298.0,33.7,82.7771428571,52.96,1.72857142857,28.4857142857,7.02857142857,32.8,23.9,5.4,-1.5543973780004283,29
sj,1992,27,1992-07-01,0.1194,0.1439,0.1693286,0.1684714,300.177142857,300.378571429,301.8,298.3,10.0,79.3342857143,10.74,2.27142857143,29.2285714286,6.64285714286,33.3,25.6,3.1,-1.3785262565851866,31
sj,1992,28,1992-07-08,0.14544765654126302,0.192,0.1468571,0.1530714,300.285714286,300.564285714,302.2,298.7,5.4,78.4971428571,1.86,2.78571428571,28.7285714286,6.61428571429,32.8,24.4,1.8,-1.2542062405607048,28
sj,1992,29,1992-07-15,0.112,0.1255,0.14214,0.1825333,299.79,299.828571429,301.8,298.0,46.1,80.15,94.14,2.0,27.6285714286,6.04285714286,31.7,23.9,45.2,-1.0532124242136054,26
sj,1992,30,1992-07-22,-0.1396,0.05918,0.1371286,0.1288714,299.227142857,299.371428571,301.1,298.0,69.04,81.9842857143,33.51,2.02857142857,27.5571428571,6.85714285714,31.7,23.3,41.0,-0.7996525161343153,32
