city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,dew_humidity,station_precip_mm
iq,2010,45,2010-11-12,0.3561857,0.3933286,0.2812,0.3909286,299.572857143,301.007142857,311.7,291.9,229.6,84.3857142857,65.8,10.8428571429,28.8,14.725,37.4,20.0,-1.3153980758678905,35.8
iq,2010,46,2010-11-19,0.1918714,0.2326571,0.2561857,0.1838714,298.307142857,300.35,309.8,293.5,143.1,91.3428571429,62.56,9.64285714286,27.35,11.825,35.1,20.5,-1.6303623942240564,41.1
iq,2010,47,2010-11-26,0.3294714,0.3875286,0.3104,0.2884857,298.212857143,299.435714286,305.8,294.6,69.53,93.4071428571,43.51,7.32857142857,27.35,12.35,34.4,20.5,-2.4206400162542643,40.2
iq,2010,48,2010-12-03,0.1851,0.1840714,0.09825714,0.2526571,299.878571429,301.985714286,309.7,295.4,58.43,85.2885714286,42.7,11.0571428571,28.65,12.55,36.2,20.9,-1.9048627371308682,17.0
iq,2010,49,2010-12-10,0.2064857,0.2436286,0.2296286,0.2305571,298.508571429,300.271428571,308.3,295.3,116.57,93.8414285714,102.94,8.17142857143,27.08,10.32,34.6,21.4,-2.6996072951652015,29.2
iq,2010,50,2010-12-17,0.3063571,0.2906714,0.3378714,0.3118143,298.977142857,300.557142857,307.1,295.1,34.23,86.9057142857,26.86,8.94285714286,28.7666666667,13.5333333333,36.2,21.8,-1.467520882620402,9.2
iq,2010,51,2010-12-24,0.2478143,0.1746,0.2196571,0.2418286,299.08,300.321428571,308.6,294.4,19.83,79.9485714286,39.13,9.75714285714,28.0666666667,13.9666666667,36.2,20.5,0.8066786143604144,7.1
iq,2011,52,2011-01-01,0.2775,0.3043667,0.2356556,0.2894333,296.571428571,297.428571429,303.8,294.2,222.0,96.6271428571,43.67,4.8,26.9,8.6,33.2,22.0,-0.7860123825666707,54.7
iq,2011,1,2011-01-08,0.3677429,0.3201429,0.3127714,0.3882571,298.875714286,300.242857143,306.9,293.2,44.87,80.4528571429,10.08,10.5142857143,27.85,12.35,36.0,21.2,0.8786040449533078,0.0
iq,2011,2,2011-01-15,0.2194429,0.2352833,0.2000286,0.2779857,298.168571429,299.464285714,306.6,295.0,134.5,89.6757142857,48.87,8.1,27.8333333333,10.8,34.4,21.5,-0.970374650057636,33.0
iq,2011,3,2011-01-22,0.2611286,0.2940286,0.2393286,0.3210571,298.012857143,299.45,308.8,292.4,28.9,90.4542857143,51.12,9.38571428571,27.6333333333,10.4666666667,34.1,21.0,-0.9159443238514465,40.9
iq,2011,4,2011-01-29,0.2402,0.2538286,0.2092286,0.2298429,298.424285714,299.571428571,306.8,293.1,9.4,80.1285714286,53.22,10.2571428571,27.45,11.4,35.0,21.2,1.5033645715030193,9.9
iq,2011,5,2011-02-05,0.1724286,0.1657857,0.1928286,0.1904,297.481428571,298.442857143,306.3,291.9,98.7,91.44,50.2,8.31428571429,28.0,11.4,34.0,20.5,-0.5681766658668281,34.3
iq,2011,6,2011-02-12,0.3101429,0.2193286,0.1789571,0.3013429,298.025714286,299.321428571,306.1,292.3,62.8,91.3385714286,43.54,9.58571428571,27.0,11.05,33.0,21.0,-1.3119216043293394,0.5
iq,2011,7,2011-02-19,0.2876429,0.2826143,0.2644571,0.3459714,297.587142857,299.071428571,306.4,294.3,280.42,94.5785714286,60.97,8.0,27.4333333333,11.5333333333,33.6,21.0,-1.7271248754635085,41.2
iq,2011,8,2011-02-26,0.1665714,0.1742714,0.1805,0.1536429,297.751428571,299.007142857,305.5,292.6,45.9,94.8542857143,76.73,8.67142857143,27.95,10.8,34.2,21.0,-2.063701479443805,9.0
iq,2011,9,2011-03-05,0.2160167,0.2520333,0.2109167,0.3020167,297.561428571,298.592857143,304.4,294.6,126.8,96.3828571429,42.18,6.35714285714,27.4666666667,11.5666666667,34.2,20.5,-2.203162236760933,13.3
iq,2011,10,2011-03-12,0.2821,0.2399143,0.2339,0.3507,297.341428571,298.45,304.4,293.4,87.4,94.4485714286,101.98,7.78571428571,26.7,9.16666666667,33.4,21.4,-1.2744911512899204,22.0
iq,2011,11,2011-03-19,0.3512429,0.3383286,0.3577857,0.3826429,297.991428571,299.007142857,305.5,293.2,54.1,91.1857142857,49.58,8.92857142857,27.0,10.75,35.0,21.2,-1.238150874892746,1.8
iq,2011,12,2011-03-26,0.1382571,0.1547143,0.1428286,0.1930857,297.602857143,298.85,305.8,294.2,73.7,95.4257142857,71.69,7.61428571429,27.7571428571,10.8571428571,35.2,21.0,-1.9473697698970451,44.9
iq,2011,13,2011-04-02,0.2292,0.2304,0.1851286,0.2082857,297.55,298.5,305.5,293.5,67.28,95.56,54.37,6.54285714286,26.9,10.5666666667,33.0,21.4,-1.9871865178328105,5.4
iq,2011,14,2011-04-09,0.3128143,0.3191714,0.3774571,0.3847857,298.044285714,299.228571429,305.5,293.5,82.1,94.5657142857,72.16,8.65714285714,27.9,9.7,34.2,20.6,-2.329365998592986,47.0
iq,2011,15,2011-04-16,0.2731833,0.3287,0.2243571,0.3501714,296.652857143,297.735714286,303.9,293.4,81.2,97.5985714286,64.17,5.32857142857,26.1,9.2,33.4,21.2,-1.1852601923435957,48.8
iq,2011,16,2011-04-23,0.2215571,0.2313714,0.1462571,0.1660429,296.714285714,297.385714286,303.5,293.5,101.0,97.3,112.69,5.51428571429,27.15,9.25,34.4,21.8,-1.1721862577302486,8.1
iq,2011,17,2011-04-30,0.2891,0.35406,0.1965571,0.2656857,297.277142857,298.614285714,305.2,292.8,97.2,97.3014285714,89.33,7.65714285714,28.1,10.2,33.2,22.3,-2.0312413766957955,24.0
iq,2011,18,2011-05-07,0.2470143,0.2773714,0.2767571,0.2252857,297.55,298.192857143,303.7,293.9,101.6,97.4814285714,111.09,6.18571428571,27.425,10.1,33.2,21.2,-2.5063258559920163,17.5
iq,2011,19,2011-05-14,0.2356143,0.36116,0.2586286,0.3281,295.502857143,296.478571429,304.7,291.9,42.6,93.8528571429,53.29,5.7,26.3,8.55,30.8,21.5,1.6145510542805785,39.3
iq,2011,20,2011-05-21,0.1068857,0.1086571,0.1276429,0.1072857,296.158571429,297.114285714,304.5,291.6,69.5,96.9114285714,135.1,5.77142857143,27.0,8.26666666667,32.6,22.5,-0.30332773337880425,18.0
iq,2011,21,2011-05-28,0.2827571,0.2121714,0.2726429,0.3207,297.54,298.942857143,307.6,292.2,35.9,92.1285714286,105.13,9.54285714286,27.413856681605722,9.930722445658521,33.2,21.362735459029523,-0.8004510831042229,38.1
iq,2011,22,2011-06-04,0.1145857,0.1302714,0.1424857,0.2094857,296.657142857,297.892857143,304.7,292.9,36.5,93.81,28.1,8.07142857143,27.11145928117442,9.935050242048117,33.4,21.27984909910265,-0.03207503700518286,23.4
iq,2011,23,2011-06-11,0.2767571,0.2575857,0.1826571,0.3158571,295.778571429,296.464285714,306.6,291.7,36.7,94.9485714286,152.32,6.15714285714,26.443508653440347,8.094897552732213,31.4,21.124771150072092,0.9814434194756287,27.2
iq,2011,24,2011-06-18,0.33932,0.26412,0.3501,0.3288,297.388571429,298.392857143,308.3,291.6,178.1,90.09,54.27,9.32857142857,27.132088139837194,10.720040547825818,33.6,20.372726566065978,0.1211379463894911,4.1
iq,2011,25,2011-06-25,0.1635429,0.2133143,0.1999571,0.2143286,294.554285714,295.235714286,304.2,290.5,44.7,94.75,59.54,5.72857142857,25.96622154577905,8.794036309333414,32.2,20.065561347860893,2.742853394139756,35.8
iq,2011,26,2011-07-02,0.1782429,0.1938714,0.2064714,0.1768143,296.185714286,296.885714286,304.9,290.4,64.2,92.5014285714,42.4,8.14285714286,26.65348642870613,9.982292215285451,33.2,20.121636173968,0.8816768150802115,9.6
iq,2011,27,2011-07-09,0.1397571,0.13925,0.116,0.1848571,295.551428571,296.657142857,304.7,291.3,54.0,96.4942857143,31.44,7.34285714286,25.880515737717644,7.838547354724518,29.6,21.21294494316848,0.7788538068356419,17.2
iq,2011,28,2011-07-16,0.3302,0.3348429,0.3249571,0.3198429,295.554285714,296.464285714,305.5,290.6,25.7,88.7785714286,19.52,9.27142857143,26.087620809175874,9.796083507514357,31.8,19.5,3.0455822467535416,21.1
iq,2011,29,2011-07-23,0.2778714,0.2915143,0.2991143,0.3904714,297.205714286,298.721428571,306.6,290.9,24.8,85.5657142857,70.29,10.5571428571,26.85,11.7,34.0,20.6,1.764859628094048,16.3
iq,2011,30,2011-07-30,0.2031571,0.1922714,0.2074,0.2488833,296.485714286,298.071428571,304.5,291.3,19.6,90.0714285714,105.88,10.5142857143,26.7333333333,10.6333333333,33.0,21.0,1.3812779901378005,38.8
iq,2011,31,2011-08-06,0.3812714,0.3726833,0.3742429,0.4643571,296.798571429,298.192857143,306.6,291.1,27.3,86.0828571429,14.96,10.7571428571,27.4333333333,11.6,33.4,20.8,2.1656470808289674,5.1
iq,2011,32,2011-08-13,0.3229143,0.3349429,0.2934714,0.3355,297.454285714,299.05,307.9,290.9,79.9,86.3557142857,7.3,11.6428571429,27.02,11.56,34.2,20.4,1.2660135744674021,17.958460080654636
iq,2011,33,2011-08-20,0.2866429,0.2679667,0.2945571,0.3465429,297.928571429,298.992857143,308.3,291.6,10.4,73.6757142857,24.95,11.6714285714,27.85,11.95,34.8,21.2,4.51873146873846,11.2
iq,2011,34,2011-08-27,0.3120857,0.2748,0.2536,0.2944571,297.938571429,299.328571429,308.4,291.8,24.3,80.4857142857,24.3,11.8,28.75,12.15,35.2,17.4,2.3672527455630177,23.9
iq,2011,35,2011-09-03,0.3227286,0.3295429,0.2857571,0.3432857,298.15,299.8,309.0,290.9,14.4,77.5371428571,30.18,13.2,28.1,12.2,34.2,17.8,2.991281032677075,25.1
iq,2011,36,2011-09-10,0.272,0.2638,0.2696143,0.2356143,297.72,299.328571429,309.8,291.8,11.4,80.79,23.04,12.6571428571,27.8,12.2333333333,34.8,21.6,2.374723803324978,12.9
iq,2011,37,2011-09-17,0.1696286,0.1409,0.1158,0.1237857,298.628571429,300.221428571,309.7,292.4,64.5,82.5842857143,60.78,11.0428571429,27.5333333333,11.3666666667,34.4,21.5,0.5655307909726004,66.0
iq,2011,38,2011-09-24,0.4299857,0.4121571,0.2781286,0.4019429,297.778571429,299.007142857,308.9,291.7,107.8,87.59,56.19,12.0142857143,27.65,10.65,33.8,21.4,0.48072918493844874,29.0
iq,2011,39,2011-10-01,0.3460143,0.2842714,0.3458143,0.3687,298.015714286,299.235714286,307.3,292.0,90.9,89.4428571429,55.53,10.2714285714,26.8,7.3,33.3,22.2,-0.6825110829294428,29.0
iq,2011,40,2011-10-08,0.3865,0.3082714,0.4066143,0.3867429,297.098571429,298.135714286,306.7,291.9,47.5,93.28,62.22,8.27142857143,27.525,11.0,34.2,21.1,-0.5284743304337641,38.8
iq,2011,41,2011-10-15,0.2673,0.2528143,0.2181429,0.2967,298.13,299.957142857,308.8,293.0,52.3,91.2657142857,43.29,9.8,27.75,10.6,33.7,21.4,-1.4201039647214855,36.8
iq,2011,42,2011-10-22,0.2488,0.2852857,0.2442571,0.2892143,299.761428571,301.078571429,308.8,295.5,35.7,86.1985714286,51.74,9.98571428571,28.975,10.9,34.7,22.8,-2.299910018373402,10.2
iq,2011,43,2011-10-29,0.4231714,0.4198429,0.4419143,0.4397571,298.027142857,299.471428571,307.3,292.2,130.0,90.9985714286,36.09,11.1142857143,27.2333333333,11.5,34.2,21.2,-1.2685450375580558,61.7
iq,2011,44,2011-11-05,0.4194,0.3701571,0.3908143,0.3687571,298.482857143,299.835714286,308.4,291.3,51.2,88.5042857143,25.73,11.7285714286,28.75,12.45,35.5,21.4,-0.9794539984476137,43.2
iq,2011,45,2011-11-12,0.2752714,0.2726571,0.2768429,0.2208429,298.584285714,299.885714286,309.5,292.7,69.0,89.7214285714,61.75,11.7428571429,28.8,12.0,35.2,21.2,-1.5265178570073052,9.1
iq,2011,46,2011-11-19,0.1729286,0.2871167,0.1900857,0.2068429,297.925714286,298.871428571,305.2,294.0,243.6,93.3114285714,64.85,7.4,27.6,10.8666666667,33.8,21.1,-1.8820687444286723,27.5
iq,2011,47,2011-11-26,0.3111167,0.346,0.3280429,0.2765143,298.181428571,299.778571429,308.2,294.5,59.9,92.7,75.37,8.5,27.375,11.175,34.2,20.7,-1.8981615011974684,92.0
iq,2011,48,2011-12-03,0.3528857,0.3375333,0.3185143,0.3172,298.792857143,300.064285714,307.6,294.2,40.0,88.8828571429,61.58,9.35714285714,28.45,11.675,35.1,22.0,-1.6233261031509016,11.9
iq,2011,49,2011-12-10,0.2277143,0.2261714,0.2731857,0.2364286,298.235714286,299.642857143,306.0,294.3,50.2,91.9528571429,72.47,9.14285714286,28.3,9.7,34.2,21.8,-1.829773006674254,6.4
iq,2011,50,2011-12-17,0.2814857,0.2953,0.215,0.3746857,297.561428571,298.407142857,303.6,292.7,89.5,94.2557142857,50.22,7.41428571429,27.2,11.1,33.3,21.7,-1.5545486068430627,23.1
iq,2011,51,2011-12-24,0.3317,0.3049,0.28745,0.2900143,297.221428571,298.042857143,304.9,293.0,172.0,95.78,104.91,7.31428571429,27.7,9.96666666667,33.8,22.5,-1.4838882292271525,47.2
iq,2012,52,2012-01-01,0.1926,0.2411,0.2246625,0.18485,298.224285714,299.771428571,305.5,294.0,120.4,93.2642857143,83.53,8.17142857143,28.5,11.0,34.0,22.2,-2.197170357425839,57.2
iq,2012,1,2012-01-08,0.2208857,0.2357286,0.2602714,0.3218143,296.638571429,297.2,303.1,293.8,140.8,97.4357142857,55.26,5.8,27.052698209962642,8.948069169899842,32.8,22.6,-1.0995743519067587,35.3
iq,2012,2,2012-01-15,0.2321571,0.2176143,0.2224143,0.2433857,296.97,298.178571429,304.6,292.7,116.8,96.4428571429,73.85,7.44285714286,27.45,9.25,33.1,22.2,-1.3176388937549708,14.7
iq,2012,3,2012-01-22,0.1992571,0.2649571,0.2363,0.2097571,296.912857143,297.757142857,306.3,293.2,99.8,95.2585714286,139.06,6.57142857143,27.5333333333,10.0,33.0,20.8,-0.8317981270716884,132.3
iq,2012,4,2012-01-29,0.3079857,0.2530286,0.34325,0.3178857,297.39,298.471428571,306.3,292.1,46.0,90.5628571429,69.24,9.42857142857,27.0333333333,10.0333333333,32.8,21.4,-0.1681132700562855,51.1
iq,2012,5,2012-02-05,0.10995,0.1662714,0.2246429,0.2218857,297.435714286,298.657142857,305.3,292.3,65.7,95.0128571429,56.99,7.82857142857,27.15,9.55,32.6,22.0,-1.555409958408401,23.0
iq,2012,6,2012-02-12,0.1666714,0.2257429,0.2215,0.2202714,297.17,298.228571429,306.0,294.9,245.1,97.1685714286,25.76,5.37142857143,26.85,8.975,32.4,22.0,-1.8241619466839711,39.0
iq,2012,7,2012-02-19,0.2187857,0.2505143,0.2702143,0.3822,296.898571429,298.342857143,307.1,293.1,75.9,94.9514285714,135.04,8.31428571429,27.0,8.7,33.4,21.7,-0.8066489047503016,94.5
iq,2012,8,2012-02-26,0.1739,0.1503429,0.1659429,0.1458,298.098571429,299.45,306.9,293.1,62.8,86.1657142857,96.59,10.0428571429,28.0666666667,11.2,34.9,21.7,0.23351265217721526,43.2
iq,2012,9,2012-03-04,0.2898571,0.2981571,0.2441429,0.2734143,296.514285714,297.614285714,303.5,291.9,50.3,94.08,121.79,7.6,26.6,9.3,32.2,20.4,0.008755057534459168,138.1
iq,2012,10,2012-03-11,0.2039286,0.2261286,0.2998429,0.1779857,297.038571429,298.007142857,305.1,293.7,118.2,95.7685714286,144.65,6.78571428571,26.75,9.75,32.6,21.7,-1.1711189638538857,87.9
iq,2012,11,2012-03-18,0.1607,0.2274,0.2210571,0.2001571,296.352857143,297.55,306.0,292.1,79.2,95.7842857143,79.25,7.01428571429,26.975,9.5,32.2,21.8,-0.21023948285007196,65.0
iq,2012,12,2012-03-25,0.2969286,0.2631714,0.2453,0.2680143,297.078571429,297.935714286,306.7,291.5,124.1,91.3385714286,68.24,9.5,27.2,10.675,34.0,20.8,0.1019348378000114,49.2
iq,2012,13,2012-04-01,0.2567143,0.2064833,0.2472429,0.2021,298.25,299.2,305.4,293.5,59.9,91.5428571429,149.88,8.68571428571,27.8,9.85,33.8,20.8,-1.6059829930321825,39.9
iq,2012,14,2012-04-08,0.2305714,0.21118,0.1904143,0.2078286,296.242857143,297.15,304.5,291.9,139.1,97.8928571429,102.08,5.78571428571,27.85,9.75,33.4,21.7,-0.6557225040753435,68.1
iq,2012,15,2012-04-15,0.1417571,0.1708857,0.1451571,0.2036429,297.63,299.3,306.6,293.3,109.5,95.3657142857,84.86,8.94285714286,28.6,10.3,34.0,23.1,-1.9668932333001714,34.6
iq,2012,16,2012-04-22,0.2780286,0.3235143,0.2937571,0.3791286,297.7,298.728571429,304.9,293.7,125.8,95.76,85.81,7.22857142857,27.55,9.75,33.1,22.7,-2.147344261864776,212.0
iq,2012,17,2012-04-29,0.3716571,0.3788857,0.4530429,0.4126143,297.605714286,298.592857143,307.1,292.2,92.2,93.5957142857,49.66,8.04285714286,27.82,9.1,32.8,22.2,-1.273126385365795,7.9
iq,2012,18,2012-05-06,0.2117857,0.1863286,0.1939571,0.2609,297.028571429,298.65,307.5,293.4,56.6,95.93,61.7,8.87142857143,27.5666666667,10.7666666667,33.4,21.8,-1.2582382171858293,67.9
iq,2012,19,2012-05-13,0.3063,0.2805571,0.2832857,0.3039857,296.074285714,297.064285714,304.0,289.8,39.92,93.5171428571,50.85,8.15714285714,26.85,9.75,33.2,19.4,0.7958994449065565,9.1
iq,2012,20,2012-05-20,0.3813333,0.3767833,0.3292333,0.4714667,297.374285714,298.1,304.3,291.2,57.8,94.1742857143,80.29,8.42857142857,27.1,9.1,32.2,22.2,-1.191229188912848,48.0
iq,2012,21,2012-05-27,0.1982857,0.2052571,0.2014286,0.1702143,296.19,297.6,305.3,291.5,42.7,93.1985714286,39.78,8.94285714286,27.4,9.85,33.0,21.8,0.8773242922778298,21.1
iq,2012,22,2012-06-03,0.2482143,0.2148714,0.2555857,0.2077857,297.257142857,298.578571429,308.1,291.3,16.5,87.76,26.31,11.1571428571,27.18,9.06,33.1,22.2,1.0303313326624763,68.2
iq,2012,23,2012-06-10,0.1959714,0.2414286,0.1822857,0.1427714,297.525714286,298.992857143,306.0,291.4,35.4,88.5385714286,14.46,9.92857142857,27.15,10.075,32.4,21.3,0.2993481571385219,12.8
iq,2012,24,2012-06-17,0.16515,0.1638667,0.2271333,0.1948667,296.212857143,297.1,304.9,288.3,39.0,90.6285714286,55.98,10.0571428571,24.84,9.18,34.2,17.8,1.5131761593286497,66.6
iq,2012,25,2012-06-24,0.3135571,0.3152857,0.3249714,0.3508857,297.05,298.742857143,306.8,291.0,25.5,90.75,33.63,12.3428571429,27.25,11.6,34.4,20.3,0.3386614907154581,3.8
iq,2012,26,2012-07-01,0.2218857,0.1698857,0.2181286,0.1972,297.447142857,298.65,308.0,291.9,181.0,88.5514285714,89.4,11.2714285714,26.9833333333,11.6166666667,33.8,19.8,0.6429381693545856,37.0
iq,2012,27,2012-07-08,0.2701,0.2655714,0.2868286,0.1659571,295.748571429,297.485714286,303.8,290.8,36.2,93.6685714286,19.02,9.71428571429,25.85,10.525,31.8,20.0,1.2831965078783631,17.0
iq,2012,28,2012-07-15,0.1930429,0.2625,0.1430571,0.2026857,296.934285714,297.6,306.1,290.6,64.1,86.6571428571,87.2,9.45714285714,26.0,11.1428571429,32.0,19.8,1.8374944159842939,13.9
iq,2012,29,2012-07-22,0.2303143,0.3333571,0.1943143,0.2443,297.5,299.385714286,306.7,292.0,147.8,87.7328571429,51.46,10.0571428571,26.0,9.425,31.4,19.5,0.6834936739132197,22.1
iq,2012,30,2012-07-29,0.3980571,0.4044857,0.3445,0.4733,295.854285714,296.314285714,304.1,286.2,15.5,81.1028571429,35.72,10.3714285714,25.1,11.7666666667,31.5,17.3,4.703177083597981,9.1
iq,2012,31,2012-08-05,0.2616857,0.2797286,0.1777143,0.2920857,296.332857143,297.757142857,306.9,291.1,16.3,87.39,37.23,10.0857142857,26.5,12.2,33.8,20.3,2.3456486423786984,1.0
iq,2012,32,2012-08-12,0.2895,0.3001714,0.2397429,0.3087714,297.657142857,298.828571429,307.9,289.3,8.9,77.6428571429,16.38,13.1142857143,27.0,13.4,34.2,18.3,3.439691345621856,12.36710683981962
iq,2012,33,2012-08-19,0.1875667,0.1556714,0.1806,0.2584,297.988571429,299.464285714,308.3,288.4,29.5,76.5642857143,12.93,13.0142857143,27.5,13.2,34.6,18.4,3.703098681448382,0.0
iq,2012,34,2012-08-26,0.3844667,0.4623714,0.4074143,0.5290429,297.218571429,298.5,309.2,290.9,102.9,89.8471428571,37.47,10.2857142857,26.275,11.4,34.2,19.4,0.5325068087070942,41.9
iq,2012,35,2012-09-02,0.1917,0.1316286,0.1595714,0.1665,298.911428571,299.564285714,310.0,292.1,39.7,76.9514285714,34.14,13.0428571429,27.64,11.62,35.3,20.5,1.985325163766508,17.0
iq,2012,36,2012-09-09,0.4114,0.3285286,0.2673286,0.3661143,297.892857143,298.95,308.5,291.9,12.9,80.2285714286,6.4,11.0142857143,27.281070183855462,11.587658450252068,34.22864705053244,20.1,2.322450947565807,6.1
iq,2012,37,2012-09-16,0.389,0.4125667,0.2652571,0.3849286,298.175714286,299.978571429,310.0,292.2,25.8,82.6628571429,50.0,12.9,28.65,12.95,35.2,21.0,1.5437533820951748,15.0
iq,2012,38,2012-09-23,0.3790429,0.4648,0.426,0.4304143,299.425714286,301.092857143,310.5,293.2,8.5,72.5357142857,12.4,14.0142857143,28.05,11.925,35.4,20.5,2.783614841009375,21.3
iq,2012,39,2012-09-30,0.3430571,0.40106,0.2842714,0.3159714,299.097142857,300.814285714,309.8,293.5,58.7,79.9128571429,48.42,12.5428571429,28.0,12.5,35.6,20.6,0.9100736845623281,28.9
iq,2012,40,2012-10-07,0.2247143,0.2918667,0.1414286,0.2094571,298.047142857,299.121428571,309.7,289.7,27.7,82.6157142857,55.11,11.7,27.15,11.15,36.2,19.8,1.572805660204067,35.3
iq,2012,41,2012-10-14,0.2075429,0.2421286,0.2069429,0.1810857,298.994285714,300.528571429,309.3,294.6,73.8,86.6171428571,59.72,10.6285714286,28.55,11.9,35.2,22.5,-1.067869371360321,51.5
iq,2012,42,2012-10-21,0.1821571,0.2493333,0.2398857,0.2293286,298.435714286,299.921428571,308.3,293.5,35.3,87.4685714286,51.03,10.7857142857,28.0,11.0666666667,36.0,20.6,-0.6335921038378602,14.0
iq,2012,43,2012-10-28,0.2633714,0.2797143,0.2138429,0.3182429,298.312857143,299.757142857,310.1,293.6,58.5,93.0357142857,65.1,9.34285714286,27.3,9.8,35.2,22.0,-2.152116852356475,37.6
iq,2012,44,2012-11-04,0.3497,0.3603571,0.3145714,0.2966714,299.425714286,301.064285714,309.4,293.6,51.0,85.7314285714,44.15,11.7571428571,28.8,13.3,35.4,21.7,-1.4254175519649182,34.1
